"","Genotype","whole_height(ck)","whole_height(salt)","whole_height(salt/ck)","whole_weight(ck)","whole_weight(salt)","whole_weight(salt/ck)","shoot_height(ck)","shoot_height(salt)","shoot_height(salt/ck)","shoot_weight(ck)","shoot_weight(salt)","shoot_weight(salt/ck)","root_length(ck)","root_length(salt)","root_length(salt/ck)","root_weight(ck)","root_weight(salt)","root_weight(salt/ck)","shoot_ABA(ck)","shoot_ABA(salt)","shoot_ABA(salt/ck)","root_ABA(ck)","root_ABA(salt)","root_ABA(salt/ck)","shoot_SA(ck)","shoot_SA(salt)","shoot_SA(salt/ck)","root_SA(ck)","root_SA(salt)","root_SA(salt/ck)","shoot_ACC(ck)","shoot_ACC(salt)","shoot_ACC(salt/ck)","root_ACC(ck)","root_ACC(salt)","root_ACC(salt/ck)","shoot_JA(ck)","shoot_JA(salt)","shoot_JA(salt/ck)","root_JA(ck)","root_JA(salt)","root_JA(salt/ck)","shoot_JA-ILE(ck)","shoot_JA-ILE(salt)","shoot_JA-ILE(salt/ck)","root_JA-ILE(ck)","root_JA-ILE(salt)","root_JA-ILE(salt/ck)","shoot_OPDA(ck)","shoot_OPDA(salt)","shoot_OPDA(salt/ck)","root_OPDA(ck)","root_OPDA(salt)","root_OPDA(salt/ck)","shoot_tz(ck)","shoot_tz(salt)","shoot_tz(salt/ck)","root_tz(ck)","root_tz(salt)","root_tz(salt/ck)","shoot_tzr(ck)","shoot_tzr(salt)","shoot_tzr(salt/ck)","root_tzr(ck)","root_tzr(salt)","root_tzr(salt/ck)","shoot_Na(ck)","shoot_Na(salt)","shoot_Na(salt/ck)","shoot_K(ck)","shoot_K(salt)","shoot_K(salt/ck)"
"290","CML430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.27056491575818","12.8745837957825",3.93650153028622,"0.51498127340824","1.22863247863248",2.38578088578089,"13.8751238850347","11.7092119866815",0.84389963532583,"4.26029962546817","3.73931623931624",0.877712031558184,"149.950445986125","236.514983351831",1.57728762856575,"346.25468164794","243.963675213675",0.704578705051933,"3.61744301288404","7.60266370699223",2.10166785763155,"5.00936329588015","0.373931623931624",0.0746465372633597,"1.53617443012884","2.44173140954495",1.58948838208442,"0.655430711610487","1.01495726495726",1.54853479853479,"0.445986124876115","2.71920088790233",6.097052657541,"0.121492509363296","1.01495726495726",8.35407277597879,"0.941526263627354","1.55382907880133",1.65033004264268,"0.795880149812734","1.01495726495726",1.27526395173453,"3.86521308225966","6.43729189789123",1.66544295512109,"32.5374531835206","32.2115384615385",0.989983397897068,"0.783242258652095","NA","NA","43.7795992714026","NA","NA"
"291","CML431","39.16666667","33.83333333","0.863829787","1.236666667","0.846666667","0.684636119","18.86666667","16.33333333","0.865724382","0.663333333","0.48","0.72361809","20.53333333","19.33333333","0.941558442","0.573333333","0.366666667","0.639534884","0.482509047044632","1.39198218262806",2.88488307349665,"5.66483084185681","1.35690789473684",0.239531935307017,"5.36791314837153","1.33630289532294",0.248942719151173,"117.26986624705","4.97532894736842",0.0424263206447852,"35.4644149577805","212.806236080178",6.00055679287304,"524.429583005508","180.057565789474",0.34333983364852,"3.98069963811822","1.78173719376392",0.447593979887966,"62.8245476003147","5.87993421052632",0.0935929415351153,"2.47285886610374","1.57015280871072",0.634954477278628,"12.4704956726987","14.8026315789474",1.18701228623609,"1.0530773522316","3.56904231625835",3.38915494545117,"0.0393391030684501","9.62171052631579",244.583881578947,"0.361881785283474","0.334075723830735",0.923162583518931,"1.573564122738","0.452302631578947",0.287438322368421,"5.54885404101327","6.79287305122494",1.22419386075336,"68.2140047206924","82.8125",1.21401023644752,"0.650887573964497","9.52626158599382","0.0683256037102191","54.2800788954635","36.9721936148301","0.681137433238331"
"292","CML432",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA","NA","NA","NA","NA"
"293","CML433",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA","NA","NA","NA","NA"
"294","CML451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA","NA","NA","NA","NA"
"295","CML454","51.06666667","57.23333333","1.12075718","1.795","2.22","1.236768802","26.1","25.65","0.982758621","1.0225","1.133333333","1.108394458","28.95","30.93333333","1.068508923","0.81","1.07","1.320987654","1.95783132530121","0.0580046403712297",0.0296269855434588,"2.14094558429973","2.15097402597403",1.00468411796537,"5.77309236947791","NA",NA,"8.11775200713648","4.46428571428571",0.549941130298273,"149.397590361446","274.477958236659",1.8372314946486,"577.520071364853","522.970779220779",0.90554563408479,"5.92369477911647","0.406032482598608",0.0685437885878328,"12.7564674397859","4.50487012987013",0.353144015075833,"6.52610441767068","0.793609222737819",0.121605351668749,"45.628902765388","18.75",0.41092375366569,"1.10441767068273","0.0924207656612529",0.0836828023623709,"0.205173951828724","2.02922077922078",9.8902456239413,"1.00401606425703","0.928074245939675",0.924361948955915,"1.6057091882248","1.58279220779221",0.985727813852815,"7.07831325301205","4.00232018561485",0.565434170903885,"22.7921498661909","37.5811688311688",1.64886458942232,"1.002722323049","13.961038961039","0.0718229012788584","47.7858439201452","35.4145854145854","0.741110389800097"
"296","CML465","25.16666667","42.75","1.698675497","0.546666667","0.9325","1.705792683","8.533333333","12.5","1.46484375","0.236666667","0.3625","1.531690141","16.66666667","16.875","1.0125","0.306666667","0.575","1.875","9.77683315621679","23.0678233438486",2.3594371485393,"33.1623931623932","NA",NA,"4.30393198724761","16.1671924290221",3.75637730264439,"17.5641025641026","NA",NA,"190.063761955367","314.668769716088",1.6555958194176,"435.982905982906","NA",NA,"8.34218916046759","61.8296529968454",7.41168197070465,"84.5299145299145","NA",NA,"0.371944739638682","3.90378548895899",10.4956061288869,"21.0683760683761","NA",NA,"10.9458023379384","76.0252365930599",6.94560656641448,"0.0427350427350427","NA",NA,"0.425079702444208","2.01104100946372",4.7309739747634,"1.4957264957265","NA",NA,"4.83528161530287","5.08675078864353",1.05200714112386,"30.4700854700855","NA",NA,"0.546654099905749","13.2969798657718","0.0411111474503251","46.4985862393968","59.6057046979866","1.28188208542746"
"297","CML470","45","59.66666667","1.325925926","1.233333333","2.265","1.836486486","20.83333333","23","1.104","0.676666667","0.94","1.389162562","24","24.75","1.03125","0.656666667","1.2675","1.930203046","2.71691498685364","11.1764705882353",4.11366223908918,"18.3153770812929","4.8264182895851",0.263517276666651,"5.12708150744961","11.8137254901961",2.30418133065192,"46.1312438785504","37.1718882303133",0.805785517688958,"4.73269062226118","125.441176470588",26.5052559912853,"237.610186092067","252.116850127011",1.06105236595086,"10.692375109553","11.8627450980392",1.10945837351334,"175.612144955926","49.3649449618967",0.281102112694347,"1.57756354075372","15.5882352941177",9.88120915032686,"50.9304603330069","37.3412362404742",0.733180811567772,"0.483712532865907","0.1812675",0.37474220261779,"1.17531831537708","42.887383573243",36.4900155235676,"0.482033304119194","1.12745098039216",2.33894830659537,"0.979431929480901","4.57239627434378",4.668416596105,"2.76073619631902","7.99019607843137",2.89422657952069,"28.4524975514202","27.3497036409822",0.961240874955002,"NA","17.6513671875","NA","38.1753355704698","51.611328125","1.3519547989232"
"298","CML471",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA","NA","NA","NA","NA"
"299","CML473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA","NA","NA","NA","NA"
"300","CML474","60.3","35.33333333","0.585959093","2.1775","2.406666667","1.105243016","30.025","27.66666667","0.921454344","1.21","1.36","1.123966942","29.325","26.66666667","0.909349247","0.8975","1.11","1.236768802","0.816326530612245","0.107181136120043",0.131296891747053,"4.08961593172119","0.0785545954438335",0.0192083062946139,"1.58163265306122","8.97320471596999",5.6733810462262,"15.6116642958748","1.33542812254517",0.0855404073028935,"197.959183673469","655.091103965702",3.30922310250716,"572.226173541963","573.802042419482",1.00275392659473,"1.12244897959184","0.107181136120043",0.0954886485433108,"43.1009957325747","1.06048703849175",0.0246046992758977,"0.306122448979592","0.0214362272240086",0.0700250089317614,"18.6699857752489","3.33857030636292",0.178820184790334,"0.17243125","0.107181136120043",0.621587653746308,"0.778805120910384","0.420267085624509",0.539630614053022,"0.306122448979592","2.41157556270096",7.87781350482313,"3.20056899004267","2.23880597014925",0.699502487562189,"4.08163265306122","7.98499464094319",1.95632368703108,"22.5462304409673","38.8059701492537",1.7211733132445,"0.330848089468779","4.73921765295888","0.0698106973969042","33.6160298229264","35.1554663991976","1.04579471711503"
"301","CML479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.357142857142857","NA",NA,"19.6619217081851","3.2258064516129",0.164063640344475,"5.53571428571429","NA",NA,"4.00355871886121","5.87262200165426",1.46685047330209,"174.910714285714","NA",NA,"931.005338078292","426.964433416046",0.45860578447096,"4.6875","NA",NA,"34.4306049822064","10.9181141439206",0.317104917254955,"4.07479642857143","NA",NA,"19.6174377224199","22.7874276261373",1.16159041504664,"1.83677232142857","NA",NA,"0.291217081850534","1.57154673283706",5.39647854051243,"0.357142857142857","NA",NA,"0.889679715302491","0.827129859387924",0.929693961952027,"1.51785714285714","NA",NA,"39.5017793594306","21.2572373862696",0.538133667165924,"0.936911487758946","8.57385398981324","0.109275419067331","47.4717514124294","33.2979626485569","0.701426883522115"
"302","CML480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA","NA","NA","NA","NA"
"303","CML486","20.125","58.6","2.911801242","0.875","1.016666667","1.161904762","20.125","23.725","1.178881988","0.875","1.1275","1.288571429","21.45","22.825","1.064102564","0.7275","0.8925","1.226804124","8.82990249187432","13.2275132275132",1.49803616061285,"2.58386219401632","5.27670527670528",2.04217751586173,"19.2307692307692","8.81834215167549",0.458553791887126,"8.34088848594742","5.5984555984556",0.671206144032231,"332.719393282774","277.336860670194",0.833545823505662,"389.075249320036","990.186615186615",2.5449745696163,"63.2719393282774","37.8747795414462",0.59860310816361,"28.0598368087035","54.5366795366795",1.94358505747844,"20.4225352112676","16.7989417989418",0.822568874293013,"47.4161378059837","44.0797940797941",0.929636957361623,"0.433369447453955","5.59964726631393",12.9211860670194,"0.349048050770626","0.74002574002574",2.12012569155426,"1.13759479956663","1.3668430335097",1.20152011421853,"2.76518585675431","3.73230373230373",1.34974787433804,"3.3044420368364","3.83597883597884",1.16085523462573,"27.7878513145966","83.1724581724582",2.99312304614099,"0.521032504780115","8.10316815597076","0.0642998509658467","60.6883365200765","60.5199025182778","0.997224606712643"
"304","CML493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA","NA","NA","NA","NA"
"305","CML496","50.25","36.33333333","0.72305141","1.4175","1.683333333","1.187536743","23.75","23.33333333","0.98245614","0.67","0.8075","1.205223881","26.5","22.5","0.849056604","0.7425","0.83425","1.123569024","6.91382765531062","7.08128078817734",1.02422003284072,"3.82022471910112","2.57475083056478",0.673978893883134,"12.3246492985972","4.2487684729064",0.34473747446834,"15.1123595505618","6.85215946843854",0.453414269658758,"258.917835671343","372.475369458128",1.43858521176165,"405.674157303371","489.53488372093",1.20671941978016,"30.4609218436874","6.71182266009852",0.22034207285455,"94.3820224719101","30.2325581395349",0.320321151716501,"12.2745490981964","14.7783251231527",1.20398109982909,"49.1573033707865","85.7142857142857",1.74367346938776,"0.951903807615231","0.246305418719212",0.258750324086077,"1.68539325842697","2.86544850498339",1.70016611295681,"0.551102204408818","2.0935960591133",3.79892521271831,"3.31460674157303","2.6578073089701",0.801846950841828,"3.55711422845691","4.49507389162562",1.26368556164574,"36.7415730337079","1307.05980066445",35.5744104768,"0.0366748166259169","14.3589743589744","0.00255413901501921","NA","40","NA"
"306","CML497","53.66666667","46.03333333","0.857763975","1.745","2.2675","1.299426934","28.85","29.175","1.011265165","0.8825","1.1525","1.305949008","23.55","29.725","1.262208068","0.8325","1.145","1.375375375","1.54440154440154","0.073909830007391",0.0478566149297858,"1.98019801980198","0.36915504511895",0.18642329778507,"4.15057915057915","36.8814855875831",8.88586489970607,"4.95049504950495","1.23051681706317",0.24856439704676,"332.287644787645","202.993348115299",0.610896466659258,"761.014851485148","181.29614438064",0.238229443258346,"7.96332046332046","0.295639320029564",0.0371251315818944,"24.7524752475248","4.84003281378179",0.195537325676784,"5.64671814671815","0.767651884700665",0.135946555991434,"10.7054455445545","3.65053322395406",0.340997785543915,"7.38416988416988","0.543724316334072",0.0736337766956992,"0.198019801980198","0.615258408531583",3.10705496308449,"0.723938223938224","0.665188470066519",0.918847006651885,"1.36138613861386","2.29696472518458",1.68722499813558,"3.66795366795367","2.73466371027347",0.745555685221925,"48.5148514851485","12.3461853978671",0.254482596976444,"0.477611940298507","6.89655172413793","0.0692537313432835","55.9900497512438","42.8085299455535","0.764573886534232"
"307","CML50","40","30.25","0.75625","1.405","1.073333333","0.763938316","18.95","18","0.949868074","0.6875","0.556666667","0.80969697","20.85","15.83333333","0.759392486","0.715","0.516666667","0.722610723","5.33573141486811","1.18181818181818",0.221491317671092,"3.6046511627907","9.65189873417722",2.677623519804,"5.93525179856115","3.54545454545455",0.597355371900827,"875.058139534884","25.3164556962025",0.0289311698873618,"83.8729016786571","203.681818181818",2.428457989473,"537.5","804.746835443038",1.49720341477775,"13.78896882494","1.86363636363636",0.135154150197629,"81.5116279069767","255.063291139241",3.12916448473249,"21.2230215827338","2.05472696969697",0.0968159487416539,"7.32558139534884","108.465189873418",14.8063592525618,"12.9782679856115","0.840909090909091",0.0647936297695019,"2.55813953488372","0.870253164556962",0.340189873417722,"2.6378896882494","1.13636363636364",0.430785123966944,"0.930232558139535","3.00632911392405",3.23180379746835,"9.41247002398081","7",0.743694267515924,"27.2674418604651","24.4462025316456",0.896534506491054,"NA","9.67465753424658","NA","NA","32.277397260274","NA"
"308","CML51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA","NA","NA","NA","NA"
"309","CML69","39.06666667","45","1.151877133","1.896666667","2.043333333","1.077328647","22","23.56666667","1.071212121","0.95","1.016666667","1.070175439","16.9","22.86666667","1.353057199","0.963333333","0.963333333","1","1.16402116402116","22.3991507430998",19.242906774754,"4.75113122171946","1.68134507606085",0.353883106485188,"6.03174603174603","12.6857749469214",2.10316795172644,"4.20814479638009","4.16333066453163",0.989350620281172,"151.058201058201","503.07855626327",3.33036242149766,"678.914027149321","336.869495596477",0.496188739848183,"8.73015873015873","3.55626326963907",0.407353792704112,"35.6108597285068","3.24259407526021",0.0910563266369131,"4.85245608465608","4.24628450106157",0.875079429258251,"3.61990950226244","18.9751801441153",5.24189351481186,"0.682576190476191","4.19845398089172",6.15089427300814,"0.155641704374057","0.784627702161729",5.04124331789645,"0.317460317460317","6.10403397027601",19.2277070063695,"1.71945701357466","1.40112089671737",0.814862416248787,"0.846560846560847","15.1804670912951",17.9319267515923,"45.8823529411765","8.72698158526821",0.190203444807128,"1.2008547008547","8.5810162991371","0.13994317910519","49.3290598290598","52.3489932885906","1.06122017062551"
"310","D047","45.31666667","33.96666667","0.749540272","1.938333333","1.72","0.887360275","27.15","28.33333333","1.043585021","1.325","1.13","0.852830189","22.4","17.4","0.776785714","1.0125","1.036666667","1.023868313","0.72463768115942","9.89071038251366",13.6491803278689,"0.439453125","0.964912280701754",2.19571150097466,"1.91511387163561","4.31693989071038",2.25414266725742,"0.927734375","2.71929824561404",2.93111726685134,"134.057971014493","552.131147540984",4.11859991138679,"663.37890625","353.684210526316",0.533155647841819,"25","1.09289617486339",0.0437158469945356,"19.677734375","0.921052631578947",0.0468068434112577,"27.3698188405797","18.5245901639344",0.676825457699743,"0.48828125","0.394736842105263",0.808421052631579,"0.589268115942029","0.0731145901639344",0.124076949330697,"0.05370498046875","0.482456140350877",8.98345248689942,"0.15527950310559","2.78688524590164",17.9475409836066,"0.341796875","0.701754385964912",2.0531328320802,"2.01863354037267","35.1912568306011",17.4332072299286,"30.859375","7.80701754385965",0.252986897623806,"0.60562015503876","15.2027027027027","0.0398363479758829","53.4205426356589","34.7178060413355","0.649896169683625"
"311","D863F","39.38333333","31.79166667","0.807236564","1.6675","1.773333333","1.063468266","25.63333333","21.26666667","0.829648895","1.04","0.7","0.673076923","18.16666667","16.66666667","0.917431193","0.613333333","0.643333333","1.048913043","0.811541929666366","33.1344902386117",40.8290551940226,"24.3035542747358","2.04765450483991",0.0842532940528992,"4.37330928764653","5.74837310195228",1.31442180826084,"9.99039385206532","4.5048399106478",0.450917148748496,"255.770964833183","1290.56399132321",5.04577989204104,"1440.87415946206","390.878629932986",0.271278811800551,"7.12353471596033","5.31453362255965",0.746052884483373,"98.9433237271854","2.53164556962025",0.0255868256114047,"5.4645261496844","9.49023861171367",1.73669927670888,"16.2343900096061","17.6470588235294",1.08701705534285,"0.455153742110009","0.947247451193059",2.08115931729308,"0.0192122958693564","0.349962769918094",18.2155621742368,"0.135256988277728","6.67028199566161",49.3156182212581,"1.63304514889529","0.819061801935964",0.501554903420788,"0.856627592425609","28.9587852494577",33.8055714122617,"30.1152737752161","4.65376023827252",0.154531560065126,"0.967894239848914","13.0702836004932","0.0740530404261764","46.1567516525024","34.3094944512947","0.743325585595766"
"312","DAN3130","36.875","44.475","1.206101695","1.2975","1.503333333","1.158638407","18.8","12.16666667","0.647163121","0.63","0.383333333","0.608465608","13.75","12.7","0.923636364","0.6275","0.803333333","1.280212483","0.389483933787731","26.0739856801909",66.9449582338902,"1.31302521008403","2.16434336023478",1.64836390315481,"2.72638753651412","11.6348448687351",4.26749488578248,"3.78151260504202","4.36537050623624",1.1543979783158,"179.406037000974","751.252983293556",4.18744539398904,"937.132352941177","285.58327219369",0.304741663541325,"5.11197663096397","4.89260143198091",0.957086032503695,"24.5273109243697","4.07190022010271",0.16601494687528,"2.50751850048685","6.5035799522673",2.59363189185029,"5.51470588235294","17.5348495964784",3.17965272682808,"367.993501218521","2.55905511811024",0.00695407693243645,"0.0338115371148459","0.146735143066765",4.33979509918042,"0.0973709834469328","1.67064439140811",17.1575178997613,"1.36554621848739","1.39398385913426",1.02082510299678,"1.36319376825706","15.9307875894988",11.6863706102966,"19.327731092437","10.9684519442406",0.567498165810709,"0.372914622178606","9.77842003853565","0.038136490425753","42.3405299313052","32.514450867052","0.76792734809424"
"313","DAN340","42.5","43.5","1.023529412","0.8525","0.6975","0.818181818","22.75","19.66666667","0.864468864","0.425","0.3175","0.747058824","19.75","18.5","0.936708861","0.4325","0.36","0.832369942","4.10235580828595","25.0984251968504",6.1180517658065,"6.04395604395604","8.8339222614841",1.46161259235464,"14.0536149471974","2.39501312335958",0.170419719933852,"33.2667332667333","8.03886925795053",0.241648892708963,"1300.36555645816","404.88845144357",0.311365099938801,"3158.79120879121","376.060070671378",0.119051892263334,"48.4565393988627","26.2795275590551",0.542331909894331,"98.2517482517483","42.5795053003534",0.433371477434202,"9.38261575954509","3.77296587926509",0.402123030075786,"68.981018981019","44.1696113074205",0.640315436911338,"0.154535331905782","4.26722401614531",27.6132581689925,"0.0999000999000999","5.52120141342756",55.2672261484099,"1.90901705930138","3.21522309711286",1.68422963087061,"1.998001998002","3.71024734982332",1.85697879858657,"4.58976441917141","6.2007874015748",1.35100341439621,"31.5684315684316","86.969964664311",2.75496628572706,"1.02575488454707","8.0078125","0.128094268509293","41.1412078152753","28.3203125","0.688368524015111"
"314","DAN360","55.2","46.3","0.838768116","2.1975","1.115833333","0.507773986","28.525","26.55","0.930762489","1.225","1.15","0.93877551","18.075","19.625","1.085753804","0.6675","0.7325","1.097378277","0.642398286937901","2.1213824419778",3.30228533467878,"0.779327317473339","1.93097781429745",2.47774942697746,"7.28051391862955","38.5899596367306",5.30044445598623,"1.43560295324036","4.51930977814297",3.14802206831788,"183.761598857959","283.097880928355",1.54057149419547,"402.009844134537","350.616269515201",0.872158417588061,"16.0956459671663","0.100908173562059",0.00626928386520819,"19.1960623461854","2.91700903861956",0.15195871872125,"10.1761456102784","0.921142280524723",0.0905197621773734,"0.36915504511895","19.8027937551356",53.6435679722451,"0.154154305555556","0.105932203389831",0.687182904220952,"0.0469644790812141","0.164338537387017",3.49920920240235,"0.249821556031406","1.66498486377397",6.66469655470667,"0.861361771944217","1.35579293344289",1.57401103415894,"0.214132762312634","3.02724520686176",14.1372351160444,"23.6259228876128","10.8052588331964",0.457347587418973,"0.257032007759457","6.80350553505535","0.0377793486659324","45.7904946653734","49.5848708487085","1.08286383912346"
"315","DAN4245","62.2","38.125","0.612942122","2.145","1.935","0.902097902","31.525","27.33333333","0.867036743","1.2275","1.1675","0.951120163","30.525","22.5","0.737100737","0.94","0.7625","0.811170213","0.444444444444445","0.105932203389831",0.238347457627119,"4.58257713248639","4.90519373454246",1.07040069217144,"1.05555555555556","0.105932203389831",0.10035682426405,"15.4718693284936","46.1665292662819",2.98390118776791,"370.611111111111","640.042372881356",1.72699186206932,"470.871143375681","696.949711459192",1.48012831379462,"2.38888888888889","0.105932203389831",0.044343713046906,"90.9709618874773","443.404781533388",4.87413535411265,"0.333333333333333","0.141245233050847",0.423735699152541,"NA","148.969497114592",NA,"0.152220466516178","16.1186848436247",105.890391827906,"NA","5.89447650453421",NA,"0.333333333333333","1.05932203389831",3.17796610169493,"NA","2.34954657873042",NA,"2.5","4.66101694915254",1.86440677966102,"15.6079854809437","62.7782357790602",4.02218696677468,"0.23191094619666","10.3525322740814","0.0224013738916103","58.8589981447124","37.8351539225422","0.642810022513798"
"316","DAN598","44.625","36.275","0.812885154","1.8425","2.07","1.123473541","26.7","24.375","0.912921348","1.0575","0.89","0.841607565","26.675","17.925","0.671977507","0.9725","0.92","0.946015424","0.338600451467269","20.4891740176423",60.5113605987702,"15.1085930122757","2.05173951828724",0.135799509366637,"2.14446952595937","4.65116279069767",2.16891064871481,"10.1510859301228","5.30776092774309",0.522876169533015,"497.893152746426","640.216519647153",1.28585122353191,"2375.2596789424","323.327386262266",0.136122963366359,"6.24529721595184","10.4651162790698",1.67567946203419,"253.446647780925","6.69045495093666",0.026397882984508,"4.24880963130173","4.00962309542903",0.94370504761838,"55.2880075542965","22.7921498661909",0.412244008681403,"0.691640557006092","3.09503051438535",4.47491183539442,"0.424929178470255","2.98840321141838",7.03270889087125,"0.150489089541008","2.40577385725742",15.9863672814756,"1.74693106704438","1.69491525423729",0.970224461749887,"0.752445447705042","4.45068163592622",5.91495589414594,"25.7318224740321","30.3746654772525",1.18043195377653,"0.437556973564266","12.5232342007435","0.0349396143640186","42.8395624430264","39.5446096654275","0.923086217746016"
"317","DAN599","40.325","43.20833333","1.071502377","1.8625","1.6375","0.879194631","25.65","22.7","0.884990253","0.965","0.8325","0.862694301","17.925","21.925","1.223152022","0.785","0.7475","0.952229299","0.217580504786771","7.54141238012206",34.660331299041,"8.12289562289562","3.50515463917526",0.431515410501576,"4.61270670147955","19.0932868352223",4.13928048559819,"2.27272727272727","5.36082474226804",2.35876288659794,"379.242819843342","136.312118570183",0.359432298880414,"684.048821548822","634.278350515464",0.927241346720446,"5.00435161009574","13.2083696599826",2.63937682422956,"12.7946127946128","3.65979381443299",0.286041779706999,"2.67806744995648","16.4341761115955",6.13658035829627,"0.252525252525252","25.360824742268",100.428865979381,"2.56286266924565","0.0713775874375446",0.0278507265699702,"0.0163337542087542","1.01546391752577",62.1696582762048,"0.30461270670148","6.05928509154316",19.8917673433802,"0.589225589225589","0.876288659793815",1.48718703976436,"0.870322019147084","7.10549258936356",8.16421098517873,"17.8451178451178","26.0824742268041",1.46160280101148,"1.31852551984877","5.7469040247678","0.229432319413416","40.5718336483932","15.8862229102167","0.391557922865679"
"318","DE.EX","37.3","41.56666667","1.114387846","1.68","1.615","0.961309524","25.6","24.375","0.952148438","1.175","1.0425","0.887234043","14.675","13.575","0.925042589","0.8975","0.7825","0.871866295","7.74038461538462","0.9375",0.12111801242236,"14.375","0.829187396351576",0.057682601485327,"3.60576923076923","2.96875",0.823333333333333,"14.1826923076923","5.97014925373134",0.420946116873261,"176.201923076923","275.104166666667",1.56130059117781,"1061.25","807.048092868988",0.760469345459588,"2.40384615384615","0.3125",0.13,"48.5096153846154","1.20232172470978",0.0247852248503106,"1.10576923076923","0.0160610416666667",0.0145247681159421,"52.7884615384615","17.2470978441128",0.326720979196308,"0.384615384615385","0.278410416666667",0.723867083333333,"0.615384615384615","1.3681592039801",2.22325870646766,"0.384615384615385","0.989583333333333",2.57291666666666,"1.53846153846154","0.497512437810945",0.323383084577114,"5","5.78125",1.15625,"48.4134615384615","9.5771144278607",0.19781924538183,"0.478348439073515","6.17559523809524","0.0774578677246752","51.7220543806647","43.7251984126984","0.84538788987168"
