"","Genotype","whole_height(ck)","whole_height(salt)","whole_height(salt/ck)","whole_weight(ck)","whole_weight(salt)","whole_weight(salt/ck)","shoot_height(ck)","shoot_height(salt)","shoot_height(salt/ck)","shoot_weight(ck)","shoot_weight(salt)","shoot_weight(salt/ck)","root_length(ck)","root_length(salt)","root_length(salt/ck)","root_weight(ck)","root_weight(salt)","root_weight(salt/ck)","shoot_ABA(ck)","shoot_ABA(salt)","shoot_ABA(salt/ck)","root_ABA(ck)","root_ABA(salt)","root_ABA(salt/ck)","shoot_SA(ck)","shoot_SA(salt)","shoot_SA(salt/ck)","root_SA(ck)","root_SA(salt)","root_SA(salt/ck)","shoot_ACC(ck)","shoot_ACC(salt)","shoot_ACC(salt/ck)","root_ACC(ck)","root_ACC(salt)","root_ACC(salt/ck)","shoot_JA(ck)","shoot_JA(salt)","shoot_JA(salt/ck)","root_JA(ck)","root_JA(salt)","root_JA(salt/ck)","shoot_JA-ILE(ck)","shoot_JA-ILE(salt)","shoot_JA-ILE(salt/ck)","root_JA-ILE(ck)","root_JA-ILE(salt)","root_JA-ILE(salt/ck)","shoot_OPDA(ck)","shoot_OPDA(salt)","shoot_OPDA(salt/ck)","root_OPDA(ck)","root_OPDA(salt)","root_OPDA(salt/ck)","shoot_tz(ck)","shoot_tz(salt)","shoot_tz(salt/ck)","root_tz(ck)","root_tz(salt)","root_tz(salt/ck)","shoot_tzr(ck)","shoot_tzr(salt)","shoot_tzr(salt/ck)","root_tzr(ck)","root_tzr(salt)","root_tzr(salt/ck)","shoot_Na(ck)","shoot_Na(salt)","shoot_Na(salt/ck)","shoot_K(ck)","shoot_K(salt)","shoot_K(salt/ck)"
"1","04K5672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA","NA","NA","NA","NA"
"2","04K5686",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA","NA","NA","NA","NA"
"3","04K5702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA","NA","NA","NA","NA"
"4","05W002","52","49.5","0.951923077","2.06","1.435","0.696601942","25.5","16.33333333","0.640522876","1.195","0.765","0.640167364","26.5","20.5","0.773584906","0.875","0.6775","0.774285714","1.21502209131075","0.969154846335698",0.797643806862957,"6.81818181818182","0.131233595800525",0.0192475940507437,"2.79823269513991","24.3096926713948",8.68751648625109,"3.70553359683795","1.41076115485564",0.380717410323708,"17.9675994108984","175.236406619385",9.75291148316084,"361.363636363636","153.051181102362",0.423537859654336,"6.00147275405007","0.236406619385343",0.0393914342485026,"66.897233201581","2.06692913385827",0.0308970795194176,"3.68188512518409","1.2285975177305",0.333687085815604,"104.940711462451","4.39632545931759",0.041893421514401,"0.643636229749632","0.812135933806147",1.26179337996877,"0.899209486166008","0.0656167979002625",0.0729716477747974,"0.589101620029455","2.83687943262411",4.81560283687943,"4.1501976284585","3.80577427821522",0.917010373703286,"3.71870397643594","4.90543735224586",1.31912552957423,"48.0731225296443","44.4225721784777",0.924062549735239,"0.23963133640553","11.1025641025641","0.021583422909505","42.0691244239631","50.2051282051282","1.19339608067837"
"5","05WN230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA","NA","NA","NA","NA"
"6","07KS4","39.83333333","18","0.451882845","1.826666667","1.436666667","0.78649635","23","19.66666667","0.855072464","0.793333333","0.543333333","0.68487395","16.83333333","15.66666667","0.930693069","1.036666667","0.893333333","0.861736334","10.6420404573439","10.377358490566",0.975128644939961,"9.4775212636695","1.58343483556638",0.167072675598863,"37.3790677220756","13.0503144654088",0.349134295227525,"9.72053462940462","4.81120584652862",0.494952801461632,"2077.66051011434","974.724842767296",0.469145386371931,"5594.04617253949","1346.83313032887",0.240761890193241,"75.5936675461741","5.62106918238994",0.0743589954668687,"83.9611178614824","1.21802679658953",0.0145070340606828,"6.64028144239226","4.44182389937107",0.668921029613895,"27.6427703523694","4.56760048721072",0.165236712130744,"13.9401934916447","0.275157232704403",0.0197384084280698,"1.21506682867558","19.305724725944",15.8886114494519,"2.5065963060686","1.53301886792453",0.611593843098313,"2.3086269744836","1.09622411693057",0.474838130649399,"9.19085312225154","13.4433962264151",1.46269296740995,"64.4592952612394","292.509135200974",4.53788912856553,"NA","20.6081081081081","NA","NA","46.2837837837838","NA"
"7","1323","58.425","56.23333333","0.96248752","1.853333333","1.526666667","0.823741007","28","24.93333333","0.89047619","1.246666667","0.93","0.745989305","23.9","17.8","0.744769874","0.606666667","0.596666667","0.983516484","7.5","1.63265306122449",0.217687074829932,"24.9588815789474","30.65",1.22801976935749,"16.1","2.99319727891156",0.185912874466556,"9.70394736842105","34.45",3.55010169491526,"847.2","559.489795918367",0.660398720394673,"1452.46710526316","1193.9",0.821980749631977,"68.25","0.510204081632653",0.00747551767959931,"108.059210526316","100.95",0.934210045662099,"3.15","1.7687074829932",0.56149443904546,"57.9358552631579","7.05",0.121686302342087,"104.05","1.93564680272109",0.0186030447162046,"3.9159258106203","1.55",0.395819551993625,"0.75","2.00680272108844",2.67573696145125,"2.71381578947368","3.25",1.19757575757576,"2.85","3.94557823129252",1.3844134144886,"50.0822368421053","30.85",0.615986863711001,"NA","5.6205035971223","NA","44.2743445692884","68.5251798561151","1.54774013083073"
"8","1462","46.75","45.25","0.967914439","1.7975","2.145","1.193324061","24.875","21.66666667","0.871021776","0.9625","1.07","1.111688312","21.625","24.5","1.132947977","0.8325","1.07","1.285285285","20.5882352941176","7.06638115631692",0.343224227592537,"5.01263689974726","46.6124661246612",9.29899114117191,"8.68778280542987","5.60314061384725",0.644944831073042,"5.43386689132266","17.9765130984643",3.3082358213763,"1489.86425339367","706.745182012848",0.474368842935185,"1185.97304128054","903.748870822041",0.762031546557103,"32.6696832579185","5.17487508922198",0.158399916165936,"81.3395113732098","173.667570009033",2.13509482755797,"11.9004524886878","1.35617416131335",0.113959881996293,"8.55096882898062","6.68473351400181",0.78175159419903,"9.36651583710407","0.509926266952177",0.0544414033799184,"0.14743049705139","15.4923215898826",105.082204155375,"2.26244343891403","1.89150606709493",0.836045681655958,"2.56950294860994","6.18789521228546",2.40820708753536,"8.77828054298643","9.35046395431834",1.0651817185074,"97.9359730412805","79.5392953929539",0.812156074248915,"0.226495726495726","6.48148148148148","0.0349450549450549","31.2521367521367","45.1445347786811","1.44452634188587"
"9","150","43.41666667","46.26666667","1.065642994","1.186666667","1.223333333","1.030898876","26.35","28.66666667","1.087919039","0.81","0.773333333","0.95473251","17.06666667","17.6","1.03125","0.376666667","0.45","1.194690265","9.34959349593496","5.30821917808219",0.567748659916617,"21.04532839963","27.8290993071594",1.32234093850722,"10.3948896631823","2.05479452054794",0.197673528736512,"26.31822386679","11.431870669746",0.434370903128135,"217.015098722416","422.645547945206",1.94753982756661,"426.086956521739","1417.95612009238",3.32785620021681,"7.25900116144019","0.171232876712329",0.0235890410958904,"15.4024051803885","16.2817551963049",1.0570917337661,"5.92334494773519","0.155817893835616",0.0263057267828364,"44.8658649398705","3.00230946882217",0.0669174543463251,"1.04529616724739","0.0504622431506849",0.0482755459474884,"0.508788159111933","0.808314087759815",1.58870459794247,"2.26480836236934","2.01198630136986",0.888369336143307,"1.7113783533765","2.77136258660508",1.61937457087573,"5.28455284552846","4.06678082191781",0.769560063224446,"25.2081406105458","109.642032332564",4.34946924592667,"NA","6.5609756097561","NA","48.7597276264591","45.5609756097561","0.934397664375647"
"10","177","41.05","39.9","0.971985384","1.3225","1.2775","0.965973535","25.325","25.95","1.024679171","0.8825","0.835","0.946175637","15.725","13.95","0.887122417","0.44","0.4425","1.005681818","3.15126050420168","4.31201550387597",1.36834625322997,"10.9125117591722","17.2689075630252",1.58248696030135,"5.3921568627451","3.05232558139535",0.566067653276956,"41.0159924741298","6.21848739495798",0.151611286716521,"137.920168067227","190.843023255814",1.38372093023256,"969.61429915334","326.176470588235",0.336398164582608,"10.5742296918768","0.242248062015504",0.02290928692438,"16.8391345249294","2.18487394957983",0.129749777005775,"4.57046446078431","0.790661724806202",0.172993736542592,"14.8165569143932","17.6890756302521",1.19387221555289,"3.36134453781513","0.14663992248062",0.0436253769379844,"0.166216435962908","0.235294117647059",1.41558875501076,"0.735294117647059","1.45348837209302",1.97674418604651,"1.92850423330198","3.19327731092437",1.65583111293297,"2.24089635854342","4.21511627906977",1.88099563953488,"45.2492944496707","14.8739495798319",0.328711193417075,"2.26027397260274","11.0610610610611","0.204345131097749","NA","56.0810810810811","NA"
"11","18-599","41.33333333","27.75","0.671370968","1.25","0.725","0.58","21.25","14.66666667","0.690196078","0.743333333","0.3525","0.474215247","18.33333333","12.25","0.668181818","0.503333333","0.3725","0.740066225","8.36820083682008","6.51223776223776",0.778212412587413,"3.16934720908231","0.880704563650921",0.277882007098216,"34.8849372384937","23.9073426573427",0.685319927448865,"9.60264900662252","7.72618094475581",0.804588498384915,"238.702928870293","412.674825174825",1.72882179170523,"664.049195837275","676.140912730184",1.01820906789543,"56.7991631799163","6.68706293706294",0.117731715798014,"83.9640491958373","5.564451561249",0.0662718343689036,"12.7092050209205","8.69755244755245",0.684350628795074,"85.0993377483444","29.0632506004804",0.341521466200198,"82.8451882845188","0.262237762237762",0.00316539521084975,"0.0946073793755913","1.34507606084868",14.2174539631705,"0.889121338912134","4.06468531468532",4.5715754833402,"2.41248817407758","2.28182546036829",0.945839024160502,"7.00836820083682","4.8513986013986",0.692229412378666,"18.8741721854305","15.6925540432346",0.831430056325761,"NA","14.2950391644909","NA","NA","37.434725848564","NA"
"12","238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA","NA","NA","NA","NA"
"13","268","35.15","38.1","1.083926031","1.484","1.372","0.924528302","25.6","26.7","1.04296875","1.08","0.904","0.837037037","21.82","20.475","0.938359303","0.4475","0.475","1.061452514","1.16514690982776","9.35005701254276",8.02478806206931,"6.92371475953566","50.7803790412486",7.33426791901147,"8.25734549138804","4.10490307867731",0.497121391245952,"13.3913764510779","18.2831661092531",1.36529401410274,"175.683890577508","284.036488027366",1.61674748375438,"812.686567164179","1148.94091415831",1.41375649676046,"21.0233029381966","0.285062713797035",0.0135593686032613,"47.9270315091211","27.8706800445931",0.581523185705523,"9.02844159067883","2.96465222348917",0.328368101373104,"31.2603648424544","3.84615384615385",0.123036115078555,"6.73758865248227","0.427834435575827",0.0634996372802017,"0.927597014925373","9.86622073578595",10.6363222143182,"0.557244174265451","1.36830102622577",2.45547838706334,"2.77777777777778","3.45596432552954",1.24414715719063,"4.20466058763931","4.56100342075257",1.08474948826091,"39.5107794361526","48.9966555183946",1.24008324355055,"2.48050682261209","7.16682646212848","0.346109513844068","61.0331384015595","52.3969319271333","0.858499715062899"
"14","303WX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA","NA","NA","NA","NA"
"15","3411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA","NA","NA","NA","NA"
"16","384-2","36","32.56666667","0.90462963","1.04","0.773333333","0.743589744","22.33333333","20.6","0.92238806","0.72","0.473333333","0.657407407","13.66666667","11.96666667","0.875609756","0.32","0.3","0.9375","42.4518201284797","7.60658914728682",0.179181696432935,"133.914510686164","47.5754310344828",0.355267183449435,"11.3490364025696","6.97674418604651",0.614743308468626,"23.9595050618673","16.5409482758621",0.690371033673304,"802.355460385439","373.158914728682",0.465079298580983,"2148.70641169854","1373.70689655172",0.63931809812296,"34.4753747323341","1.59883720930233",0.0463762097356638,"722.665916760405","397.683189655172",0.550300187724255,"3.21199143468951","3.39147286821705",1.05587855297157,"282.170978627672","78.8793103448276",0.279544376705408,"9.95717344753747","1.22588856589147",0.123116120488455,"11.9646202796079","9.32112068965517",0.779056958919271,"1.87366167023555","4.69961240310078",2.50825027685493,"5.00562429696288","4.6875",0.936446629213483,"6.20985010706638","5.18410852713178",0.834820235231221,"19.0101237345332","101.400862068966",5.33404534788821,"NA","8.65963855421687","NA","NA","41.3654618473896","NA"
"17","3H-2","52.075","50.475","0.969275084","2.51","2.73","1.087649402","27.85","25.6","0.919210054","1.5375","1.3775","0.895934959","24.225","24.875","1.026831785","0.9725","1.3525","1.390745501","0.794438927507448","0.886661526599846",1.11608519660756,"28.7717601547389","0.106382978723404",0.00369747899159663,"3.22740814299901","2.73708558211257",0.84807544036534,"25.7253384912959","0.212765957446809",0.00827067669172936,"416.48460774578","425.944487278335",1.02271363540602,"2037.91102514507","630.797872340426",0.309531605922551,"8.6395233366435","0.115651503469545",0.0133863291946933,"14.9903288201161","0.106382978723404",0.00709677419354835,"0.735074875868918","1.34926754047803",1.83555115917013,"48.8878143133462","14.3085106382979",0.292680514342236,"3.22740814299901","0.112212952968389",0.0347687518889747,"3.04642166344294","0.106382978723404",0.0349206349206348,"0.54617676266137","3.27679259830378",5.99950935725801,"4.11025145067698","1.01063829787234",0.245882352941177,"3.62462760675273","8.40400925212028",2.3185855662699,"51.78916827853","30.5851063829787",0.590569561157796,"NA","3.69718309859155","NA","46.4903846153846","39.568661971831","0.851114962786024"
"18","4019","58.425","56.23333333","0.96248752","1.835","1.6675","0.908719346","35.6","33.7","0.946629213","1.3725","0.4125","0.300546448","22.825","22.53333333","0.987221614","0.4625","1.255",NA,"1.49313962873285","6.16653574234093",4.12991231608671,"105.970149253731","14.019520851819",0.132296886911532,"1.73527037933818","2.71013354281225",1.56179323699738,"69.6019900497512","5.01330967169477",0.0720282518949714,"171.105730427764","201.296150824823",1.17644307015074,"1246.36815920398","296.539485359361",0.23792286666626,"12.1468926553672","1.09976433621367",0.0905387383766605,"238.407960199005","4.48092280390417",0.0187951895572775,"1.72559092009685","0.928979732914376",0.538354555587391,"78.2587064676617","20.0532386867791",0.256242910110782,"28.046811945117","1.57530267085625",0.0561669067393064,"17.0646766169154","4.39219165927241",0.257384992278063,"3.95480225988701","2.55302435192459",0.64555044327236,"8.85572139303483","5.98935226264419",0.676325733028922,"8.83777239709443","7.22702278083268",0.817742577666821,"106.069651741294","43.6557231588288",0.411576001638112,"NA","8.38650865998177","NA","59.3382352941177","110.437556973564","1.86115337650616"
"19","4F1","45.55","39.675","0.871020856","1.9675","1.72","0.874205845","28.25","21.925","0.776106195","1.3025","0.83","0.637236084","17.3","17.75","1.026011561","0.665","0.89","1.338345865","19.3632567849687","7.10023866348449",0.366686180033323,"4.03061224489796","0.657894736842105",0.163224516988674,"61.0647181628393","5.42959427207637",0.0889154070538318,"5.20408163265306","6.46929824561404",1.24312005503956,"298.851774530271","384.964200477327",1.28814426845016,"382.142857142857","484.923245614035",1.26895802590589,"105.53235908142","0.894988066825776",0.00848069800216707,"73.5204081632653","2.5219298245614",0.0343024459135347,"5.63674321503132","0.335909188544153",0.0595927782639441,"29.5408163265306","27.4122807017544",0.927945944308094,"332.150313152401","0.276413245823389",0.000832193241668154,"0.568326530612245","1.31578947368421",2.31519980646819,"1.51356993736952","4.5346062052506",2.99596741008971,"3.87755102040816","2.68640350877193",0.692809325946446,"5.11482254697286","9.18854415274463",1.79645414251619,"74.8979591836735","37.719298245614",0.503609159137625,"NA","10.1180781758958","NA","66.5268614514609","41.7956026058632","0.628251531696831"
"20","501","59.38333333","51.96666667","0.875105248","1.605","1.69","1.052959502","20.7","23.1","1.115942029","0.915","1.1325","1.237704918","14.45","15","1.038062284","0.69","0.5575","0.807971014","9.87328405491024","2.54180602006689",0.257442812941534,"9.38494167550371","1.27314814814815",0.135658610587989,"16.4202745512144","7.09030100334448",0.431801610943229,"16.3838812301166","3.29861111111111",0.201332704063287,"263.674762407603","281.571906354515",1.06787583226963,"4118.92895015907","2251.67824074074",0.546665958065089,"96.2513199577614","1.53846153846154",0.0159837967846745,"36.1081654294804","0.636574074074074",0.0176296432261924,"1.05596620908131","9.93311036789298",9.40665551839465,"30.16967126193","1.875",0.0621485061511424,"6.91657866948258","0.0202209364548495",0.00292354607980801,"0.39707953340403","0.983796296296296",2.47757996455405,"0.369588173178458","2.40802675585284",6.51543239369326,"3.81760339342524","1.44675925925926",0.378970550411523,"1.42555438225977","4.44816053511706",3.12030224204137,"44.8038176033934","29.1087962962963",0.649694554021478,"NA","3.63288718929254","NA","40.462962962963","43.7619502868069","1.08153103683642"
"21","5213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA","NA","NA","NA","NA"
"22","5237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,NA,"NA",NA,"NA","NAN",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA","NA","NAN","NA","NA"
"23","526018","54.6","46.93333333","0.85958486","2.26","2.033333333","0.899705015","32.95","26.93333333","0.817400101","1.5425","1.253333333","0.812533766","21.65","20","0.923787529","0.7175","0.78","1.087108014","1.16071428571429","2.44988864142539",2.11067329107417,"56.3250230840259","20.9294199860238",0.37158298106334,"3.03571428571429","2.61692650334076",0.862046377571073,"5.49399815327793","4.05310971348707",0.73773408734563,"197.098214285714","347.383073496659",1.76248716791057,"1465.05078485688","774.737945492663",0.528813030579241,"21.3392857142857","0.111358574610245",0.00521847713654705,"38.6888273314866","34.0321453529001",0.879637551722931,"0.872438928571429","0.0592866926503341",0.0679551206494337,"26.4542936288089","8.90985324947589",0.336801782519455,"1.96428571428571","0.0425181514476615",0.021645604373355,"0.0885058699380029","8.42068483577918",95.142670668937,"1.91964285714286","2.56124721603563",1.33423110788833,"6.14035087719298","3.45911949685535",0.5633423180593,"5.80357142857143","6.6815144766147",1.15127634058592,"66.2511542012927","45.5974842767296",0.688251922950497,"2.36893203883495","13.8190954773869","0.17142453662842","64.6844660194175","42.0603015075377","0.65023805707713"
"24","5311","54.50833333","54.1","0.992508791","2.5975","2.41","0.927815207","31.275","29.3","0.93685052","1.6525","1.4325","0.866868381","23.23333333","24.8","1.067431851","0.945","0.9775","1.034391534","2.96981499513145","0.864100549882168",0.290961070402946,"0.900225056264066","0.896057347670251",0.99537037037037,"14.8977604673807","3.37784760408484",0.22673526074478,"2.81320330082521","7.10872162485066",2.52691358024691,"403.50535540409","240.023566378633",0.594846048916158,"1070.14253563391","810.095579450418",0.756997832041644,"13.2911392405063","0.274941084053417",0.0206860434668762,"16.8792198049512","0.41816009557945",0.0247736625514404,"0.778967867575463","0.879182953652789",1.12865111675177,"0.67516879219805","24.1338112305854",35.7448559670781,"130.62317429406","0.172379104477612",0.00131966709130457,"0.321014853713428","0.2389486260454",0.744353799462224,"0.68159688412853","1.06048703849175",1.55588598361575,"0.487621905476369","0.597371565113501",1.22507122507123,"6.62122687439143","8.36606441476826",1.26352178734809,"15.6789197299325","10.9318996415771",0.697235513024988,"NA","5.4872280037843","NA","52.2385931558935","65.3500473036897","1.25099171619473"
"25","647","54.075","53.2","0.98381877","2.0825","1.7075","0.819927971","33.55","30","0.894187779","1.365","0.9575","0.701465201","25.83333333","21.96666667","0.850322581","0.7175","0.75","1.045296167","1.06723585912487","10.4777415852334",9.81764386536366,"21.7105263157895","44.3808532778356",2.04420899946394,"8.16435432230523","1.79153094462541",0.219433267335165,"12.4451754385965","16.3371488033299",1.31272948974774,"303.735325506937","684.201954397394",2.2526255490877,"1040.07675438596","687.721123829344",0.661221511709836,"6.45677694770544","0.325732899022801",0.0504482192370851,"29.3859649122807","16.2851196670135",0.554180191653594,"0.197827481323372","0.155533821932682",0.786209382499512,"4.05701754385965","0.468262226847034",0.115420311049863,"3.04162219850587","0.0311935939196526",0.0102555780711279,"1.28753226817043","0.208116545265349",0.161639867528198,"0.64034151547492","1.62866449511401",2.54343105320305,"1.37061403508772","1.8210197710718",1.32861602497398,"5.60298826040555","6.46036916395223",1.15302207745205,"32.6206140350877","52.4453694068678",1.60773703862398,"NA","0.354757929883139","NA","40.0432692307692","0.897328881469115","0.0224089815518761"
"26","7327","51.25","43.975","0.85804878","1.905","1.5925","0.835958005","31.6","25.15","0.795886076","1.235","0.925","0.748987854","19.65","18.825","0.958015267","0.67","0.6675","0.996268657","0.453047775947282","2.92376017764619",6.4535361012045,"1.80369127516779","16.3101604278075",9.04265638602162,"3.62438220757825","1.29533678756477",0.357395195478098,"5.45302013422819","5.98930481283423",1.09834635952283,"113.714991762768","155.588452997779",1.36823166924522,"782.927852348993","1234.75935828877",1.57710490766699,"0.988467874794069","0.074019245003701",0.0748828028620775,"5.87248322147651","22.0320855614973",3.75174942704354,"0.0232984761120264","0.0344837157660992",1.48008460297106,"0.167785234899329","0.588235294117647",3.50588235294117,"1.23558484349259","0.0349905255366395",0.0283189986676535,"0.16686514261745","0.962566844919786",5.768531580778,"0.164744645799012","0.370096225018505",2.24648408586232,"0.503355704697987","0.320855614973262",0.637433155080213,"2.05930807248764","1.92450037009622",0.934537379718726,"5.36912751677852","10.4812834224599",1.95213903743316,"NA","11.0978520286396","NA","49.9506416584403","48.4685759745426","0.970329396486396"
"27","7381","51.7","45.84166667","0.886686009","1.89","1.5475","0.818783069","28.525","23.975","0.840490798","1.2275","0.955","0.778004073","23.175","21.86666667","0.943545487","0.6625","0.5925","0.894339623","0.626304801670146","NA",NA,"13.1201764057332","14.5470383275261",1.10875325740052,"4.07098121085595","NA",NA,"7.7728776185226","23.1271777003484",2.97536881903773,"147.651356993737","NA",NA,"1066.81367144432","814.242160278746",0.763246836887995,"19.4154488517745","NA",NA,"60.529217199559","111.498257839721",1.84205682806242,"3.54017891440501","NA",NA,"27.4531422271224","12.1515679442509",0.442629402627934,"6.57620041753654","NA",NA,"0.645873838399748","17.3780487804878",26.9062590049236,"0.417536534446764",NA,NA,"1.37816979051819","3.65853658536585",2.65463414634146,"2.45302713987474",NA,NA,"33.6824696802646","29.616724738676",0.879291958689988,"NA","12.6579612468408","NA","NA","49.8736310025274","NA"
"28","7884-4HT","53.66666667","42.25","0.787267081","1.74","1.745","1.002873563","28.66666667","28","0.976744186","1.053333333","0.8775","0.83306962","25","19.5","0.78","0.683333333","0.88","1.287804878","13.4101382488479","15.7245632065776",1.17258770303345,"12.014652014652","9.62809917355372",0.801363132432978,"56.9585253456221","36.5364850976362",0.641457707620312,"30.8791208791209","18.9669421487603",0.61423193435487,"355.115207373272","814.748201438849",2.29432078526123,"507.362637362637","1243.26446280992",2.45044544326842,"33.5944700460829","39.7738951695786",1.18394173550049,"133.076923076923","62.7272727272727",0.471361008933263,"1.38248847926267","4.88180883864337",3.53117505995205,"11.2087912087912","70.702479338843",6.30777021552423,"24.5161290322581","1.23329907502569",0.0503056201655215,"0.113553113553114","0.0826446280991736",0.727805918421752,"0.921658986175115","2.5693730729702",2.78776978417267,"0.732600732600733","0.330578512396694",0.451239669421487,"8.70967741935484","6.11510791366907",0.702104982680523,"26.6300366300366","67.1900826446281",2.52309388748054,"1.2212389380531","15.0142993326978","0.0813383902233462","72.2389380530973","42.7550047664442","0.59185538877964"
"29","81162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"0.218818380743983","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA","NA","NA","NA","NA"
"30","812","56.5","45.975","0.813716814","2.6475","2.063333333","0.77935159","33.525","30.2","0.900820283","1.625","1.203333333","0.740512821","20.55","23","1.119221411","1.0225","0.86","0.841075795","6.50984682713348","9.48275862068965",1.4566792234135,"1.7463933181473","NA",NA,"21.3894967177243","2.96336206896552",0.13854286092248,"10.5922551252847","NA",NA,"194.912472647702","376.724137931035",1.93278620302535,"546.013667425968","NA",NA,"76.5317286652079","0.21551724137931",0.00281605087377683,"15.7555049354594","NA",NA,"0.492341356673961","0.533409267241379",1.0834134894636,"0.759301442672741","NA",NA,"80.9080962800875","0.239812176724138",0.00296400716059313,"0.163623133383954","NA",NA,"NA","2.42456896551724",NA,"1.93621867881549","NA",NA,"4.32166301969365","7.05818965517241",1.63321147970319,"19.8936977980258","NA",NA,"NA","0.406698564593302","NA","56.0932203389831","1.02870813397129","0.0183392596779894"
