"Genotype","whole_height(ck)","whole_height(salt)","whole_height(salt/ck)","whole_weight(ck)","whole_weight(salt)","whole_weight(salt/ck)","shoot_height(ck)","shoot_height(salt)","shoot_height(salt/ck)","shoot_weight(ck)","shoot_weight(salt)","shoot_weight(salt/ck)","root_length(ck)","root_length(salt)","root_length(salt/ck)","root_weight(ck)","root_weight(salt)","root_weight(salt/ck)","shoot_ABA(ck)","shoot_ABA(salt)","shoot_ABA(salt/ck)","root_ABA(ck)","root_ABA(salt)","root_ABA(salt/ck)","shoot_SA(ck)","shoot_SA(salt)","shoot_SA(salt/ck)","root_SA(ck)","root_SA(salt)","root_SA(salt/ck)","shoot_ACC(ck)","shoot_ACC(salt)","shoot_ACC(salt/ck)","root_ACC(ck)","root_ACC(salt)","root_ACC(salt/ck)","shoot_JA(ck)","shoot_JA(salt)","shoot_JA(salt/ck)","root_JA(ck)","root_JA(salt)","root_JA(salt/ck)","shoot_JA-ILE(ck)","shoot_JA-ILE(salt)","shoot_JA-ILE(salt/ck)","root_JA-ILE(ck)","root_JA-ILE(salt)","root_JA-ILE(salt/ck)","shoot_OPDA(ck)","shoot_OPDA(salt)","shoot_OPDA(salt/ck)","root_OPDA(ck)","root_OPDA(salt)","root_OPDA(salt/ck)","shoot_tz(ck)","shoot_tz(salt)","shoot_tz(salt/ck)","root_tz(ck)","root_tz(salt)","root_tz(salt/ck)","shoot_tzr(ck)","shoot_tzr(salt)","shoot_tzr(salt/ck)","root_tzr(ck)","root_tzr(salt)","root_tzr(salt/ck)","shoot_Na(ck)","shoot_Na(salt)","shoot_Na(salt/ck)","shoot_K(ck)","shoot_K(salt)","shoot_K(salt/ck)"
"04K5672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA","NA","NA","NA","NA"
"04K5686",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA","NA","NA","NA","NA"
"04K5702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA","NA","NA","NA","NA"
"05W002","52","49.5","0.951923077","2.06","1.435","0.696601942","25.5","16.33333333","0.640522876","1.195","0.765","0.640167364","26.5","20.5","0.773584906","0.875","0.6775","0.774285714","1.21502209131075","0.969154846335698",-0.160867305169482,"6.81818181818182","0.131233595800525",-1.05792037071667,"2.79823269513991","24.3096926713948",3.10098371370593,"3.70553359683795","1.41076115485564",0.262728829204397,"17.9675994108984","175.236406619385",1.78847518763606,"361.363636363636","153.051181102362",0.854137660129716,"6.00147275405007","0.236406619385343",-0.804798019566917,"66.897233201581","2.06692913385827",0.172742510061783,"3.68188512518409","1.2285975177305",0.157947950801636,"104.940711462451","4.39632545931759",0.318212594880161,"0.643636229749632","0.812135933806147",0.472259097978133,"0.899209486166008","0.0656167979002625",25.6395215669389,"0.589101620029455","2.83687943262411",-1.97050305193536,"4.1501976284585","3.80577427821522",0.93912368221711,"3.71870397643594","4.90543735224586",1.21088340672459,"48.0731225296443","44.4225721784777",0.979607240108769,"0.23963133640553","11.1025641025641","0.021583422909505","42.0691244239631","50.2051282051282","1.19339608067837"
"05WN230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA","NA","NA","NA","NA"
"07KS4","39.83333333","18","0.451882845","1.826666667","1.436666667","0.78649635","23","19.66666667","0.855072464","0.793333333","0.543333333","0.68487395","16.83333333","15.66666667","0.930693069","1.036666667","0.893333333","0.861736334","10.6420404573439","10.377358490566",0.989349736627306,"9.4775212636695","1.58343483556638",0.204362920570114,"37.3790677220756","13.0503144654088",0.709398946603989,"9.72053462940462","4.81120584652862",0.690757052986402,"2077.66051011434","974.724842767296",0.900923840061554,"5594.04617253949","1346.83313032887",0.834990005128585,"75.5936675461741","5.62106918238994",0.399161432911988,"83.9611178614824","1.21802679658953",0.0445183788991173,"6.64028144239226","4.44182389937107",0.787608829373956,"27.6427703523694","4.56760048721072",0.457614141486989,"13.9401934916447","0.275157232704403",-0.48976172910439,"1.21506682867558","19.305724725944",15.1972057342941,"2.5065963060686","1.53301886792453",0.46493298717176,"2.3086269744836","1.09622411693057",0.109808555963534,"9.19085312225154","13.4433962264151",1.17143527750013,"64.4592952612394","292.509135200974",1.36304599886524,"NA","20.6081081081081","NA","NA","46.2837837837838","NA"
"1323","58.425","56.23333333","0.96248752","1.853333333","1.526666667","0.823741007","28","24.93333333","0.89047619","1.246666667","0.93","0.745989305","23.9","17.8","0.744769874","0.606666667","0.596666667","0.983516484","7.5","1.63265306122449",0.243290288200237,"24.9588815789474","30.65",1.06384465686501,"16.1","2.99319727891156",0.394535244225609,"9.70394736842105","34.45",1.55751726820544,"847.2","559.489795918367",0.938458114156269,"1452.46710526316","1193.9",0.973075429770589,"68.25","0.510204081632653",-0.159345536328715,"108.059210526316","100.95",0.985466872048957,"3.15","1.7687074829932",0.496991306604374,"57.9358552631579","7.05",0.481119916658906,"104.05","1.93564680272109",0.142187254929802,"3.9159258106203","1.55",0.321053704759509,"0.75","2.00680272108844",-2.42122410904779,"2.71381578947368","3.25",1.18059626857948,"2.85","3.94557823129252",1.31058018068756,"50.0822368421053","30.85",0.876195466758883,"NA","5.6205035971223","NA","44.2743445692884","68.5251798561151","1.54774013083073"
"1462","46.75","45.25","0.967914439","1.7975","2.145","1.193324061","24.875","21.66666667","0.871021776","0.9625","1.07","1.111688312","21.625","24.5","1.132947977","0.8325","1.07","1.285285285","20.5882352941176","7.06638115631692",0.64645607273934,"5.01263689974726","46.6124661246612",2.38334884510898,"8.68778280542987","5.60314061384725",0.797128962780826,"5.43386689132266","17.9765130984643",1.70682914085303,"1489.86425339367","706.745182012848",0.897929760503323,"1185.97304128054","903.748870822041",0.961605667915269,"32.6696832579185","5.17487508922198",0.471487147646154,"81.3395113732098","173.667570009033",1.17244249571708,"11.9004524886878","1.35617416131335",0.123019671796764,"8.55096882898062","6.68473351400181",0.885268812894204,"9.36651583710407","0.509926266952177",-0.301049009741881,"0.14743049705139","15.4923215898826",-1.43143897857128,"2.26244343891403","1.89150606709493",0.780668707374512,"2.56950294860994","6.18789521228546",1.93130328023214,"8.77828054298643","9.35046395431834",1.02906871872371,"97.9359730412805","79.5392953929539",0.954614201633249,"0.226495726495726","6.48148148148148","0.0349450549450549","31.2521367521367","45.1445347786811","1.44452634188587"
"150","43.41666667","46.26666667","1.065642994","1.186666667","1.223333333","1.030898876","26.35","28.66666667","1.087919039","0.81","0.773333333","0.95473251","17.06666667","17.6","1.03125","0.376666667","0.45","1.194690265","9.34959349593496","5.30821917808219",0.74675965850372,"21.04532839963","27.8290993071594",1.09170760695215,"10.3948896631823","2.05479452054794",0.307594691940145,"26.31822386679","11.431870669746",0.74501841419444,"217.015098722416","422.645547945206",1.12389796401691,"426.086956521739","1417.95612009238",1.19857954033747,"7.25900116144019","0.171232876712329",-0.89026999967026,"15.4024051803885","16.2817551963049",1.02030389807403,"5.92334494773519","0.155817893835616",-1.04506488690082,"44.8658649398705","3.00230946882217",0.289031308522059,"1.04529616724739","0.0504622431506849",-67.4156304524684,"0.508788159111933","0.808314087759815",0.314928459801757,"2.26480836236934","2.01198630136986",0.855205957165867,"1.7113783533765","2.77136258660508",1.8971539445196,"5.28455284552846","4.06678082191781",0.842660883731748,"25.2081406105458","109.642032332564",1.45552456170359,"NA","6.5609756097561","NA","48.7597276264591","45.5609756097561","0.934397664375647"
"177","41.05","39.9","0.971985384","1.3225","1.2775","0.965973535","25.325","25.95","1.024679171","0.8825","0.835","0.946175637","15.725","13.95","0.887122417","0.44","0.4425","1.005681818","3.15126050420168","4.31201550387597",1.27322025111653,"10.9125117591722","17.2689075630252",1.19205645204459,"5.3921568627451","3.05232558139535",0.662278874299603,"41.0159924741298","6.21848739495798",0.492069296345392,"137.920168067227","190.843023255814",1.06592198494462,"969.61429915334","326.176470588235",0.841576863653159,"10.5742296918768","0.242248062015504",-0.601162261334601,"16.8391345249294","2.18487394957983",0.276784567828542,"4.57046446078431","0.790661724806202",-0.154568810994018,"14.8165569143932","17.6890756302521",1.0657339509537,"3.36134453781513","0.14663992248062",-1.58352733973635,"0.166216435962908","0.235294117647059",0.806323544356616,"0.735294117647059","1.45348837209302",-1.21621154273798,"1.92850423330198","3.19327731092437",1.76788296972409,"2.24089635854342","4.21511627906977",1.78302152316287,"45.2492944496707","14.8739495798319",0.708152899476365,"2.26027397260274","11.0610610610611","0.204345131097749","NA","56.0810810810811","NA"
"18-599","41.33333333","27.75","0.671370968","1.25","0.725","0.58","21.25","14.66666667","0.690196078","0.743333333","0.3525","0.474215247","18.33333333","12.25","0.668181818","0.503333333","0.3725","0.740066225","8.36820083682008","6.51223776223776",0.881966119487642,"3.16934720908231","0.880704563650921",-0.11012590188708,"34.8849372384937","23.9073426573427",0.893619471638146,"9.60264900662252","7.72618094475581",0.903881270602834,"238.702928870293","412.674825174825",1.09998505099286,"664.049195837275","676.140912730184",1.00277689735657,"56.7991631799163","6.68706293706294",0.470395989028619,"83.9640491958373","5.564451561249",0.387414860487627,"12.7092050209205","8.69755244755245",0.85081189525586,"85.0993377483444","29.0632506004804",0.758238424631499,"82.8451882845188","0.262237762237762",-0.303036377138772,"0.0946073793755913","1.34507606084868",-0.125720132751449,"0.889121338912134","4.06468531468532",-11.9325873829249,"2.41248817407758","2.28182546036829",0.936771314287533,"7.00836820083682","4.8513986013986",0.811084724312315,"18.8741721854305","15.6925540432346",0.937160987486259,"NA","14.2950391644909","NA","NA","37.434725848564","NA"
"238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA","NA","NA","NA","NA"
"268","35.15","38.1","1.083926031","1.484","1.372","0.924528302","25.6","26.7","1.04296875","1.08","0.904","0.837037037","21.82","20.475","0.938359303","0.4475","0.475","1.061452514","1.16514690982776","9.35005701254276",14.624950311445,"6.92371475953566","50.7803790412486",2.02977083999913,"8.25734549138804","4.10490307867731",0.668930895599784,"13.3913764510779","18.2831661092531",1.12000635402629,"175.683890577508","284.036488027366",1.09294748737623,"812.686567164179","1148.94091415831",1.05167649091883,"21.0233029381966","0.285062713797035",-0.412080739310123,"47.9270315091211","27.8706800445931",0.859909739105391,"9.02844159067883","2.96465222348917",0.493896438175934,"31.2603648424544","3.84615384615385",0.391323734701548,"6.73758865248227","0.427834435575827",-0.445047994432761,"0.927597014925373","9.86622073578595",-30.4574386685374,"0.557244174265451","1.36830102622577",-0.536244376172003,"2.77777777777778","3.45596432552954",1.21382079394526,"4.20466058763931","4.56100342075257",1.05664213753849,"39.5107794361526","48.9966555183946",1.05852691572695,"2.48050682261209","7.16682646212848","0.346109513844068","61.0331384015595","52.3969319271333","0.858499715062899"
"303WX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA","NA","NA","NA","NA"
"3411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA","NA","NA","NA","NA"
"384-2","36","32.56666667","0.90462963","1.04","0.773333333","0.743589744","22.33333333","20.6","0.92238806","0.72","0.473333333","0.657407407","13.66666667","11.96666667","0.875609756","0.32","0.3","0.9375","42.4518201284797","7.60658914728682",0.541305948729788,"133.914510686164","47.5754310344828",0.788678264809583,"11.3490364025696","6.97674418604651",0.799701986436503,"23.9595050618673","16.5409482758621",0.883349022419798,"802.355460385439","373.158914728682",0.885526514845832,"2148.70641169854","1373.70689655172",0.94169487499447,"34.4753747323341","1.59883720930233",0.132554832214805,"722.665916760405","397.683189655172",0.909266875382501,"3.21199143468951","3.39147286821705",1.0465966109808,"282.170978627672","78.8793103448276",0.774108773285524,"9.95717344753747","1.22588856589147",0.088616168440228,"11.9646202796079","9.32112068965517",0.899405420364727,"1.87366167023555","4.69961240310078",2.46455371201653,"5.00562429696288","4.6875",0.959229919334705,"6.20985010706638","5.18410852713178",0.901136175242082,"19.0101237345332","101.400862068966",1.56846384875631,"NA","8.65963855421687","NA","NA","41.3654618473896","NA"
"3H-2","52.075","50.475","0.969275084","2.51","2.73","1.087649402","27.85","25.6","0.919210054","1.5375","1.3775","0.895934959","24.225","24.875","1.026831785","0.9725","1.3525","1.390745501","0.794438927507448","0.886661526599846",0.522737699542232,"28.7717601547389","0.106382978723404",-0.666998110935404,"3.22740814299901","2.73708558211257",0.859359405910341,"25.7253384912959","0.212765957446809",-0.47654310583953,"416.48460774578","425.944487278335",1.00372348837216,"2037.91102514507","630.797872340426",0.846096556893145,"8.6395233366435","0.115651503469545",-1.00038327696711,"14.9903288201161","0.106382978723404",-0.827622570010338,"0.735074875868918","1.34926754047803",-0.973289516479617,"48.8878143133462","14.3085106382979",0.684107273142572,"3.22740814299901","0.112212952968389",-1.86685613801807,"3.04642166344294","0.106382978723404",-2.01146742050057,"0.54617676266137","3.27679259830378",-1.96236825946299,"4.11025145067698","1.01063829787234",0.00748654231809107,"3.62462760675273","8.40400925212028",1.65304314914115,"51.78916827853","30.5851063829787",0.866571143540225,"NA","3.69718309859155","NA","46.4903846153846","39.568661971831","0.851114962786024"
"4019","58.425","56.23333333","0.96248752","1.835","1.6675","0.908719346","35.6","33.7","0.946629213","1.3725","0.4125","0.300546448","22.825","22.53333333","0.987221614","0.4625","1.255",NA,"1.49313962873285","6.16653574234093",4.53784800687789,"105.970149253731","14.019520851819",0.566236661937596,"1.73527037933818","2.71013354281225",1.80889769133712,"69.6019900497512","5.01330967169477",0.379961089183175,"171.105730427764","201.296150824823",1.03159989071317,"1246.36815920398","296.539485359361",0.798567489150675,"12.1468926553672","1.09976433621367",0.0380829484155634,"238.407960199005","4.48092280390417",0.27399225011405,"1.72559092009685","0.928979732914376",-0.135030182426416,"78.2587064676617","20.0532386867791",0.68770111391864,"28.046811945117","1.57530267085625",0.136312078276251,"17.0646766169154","4.39219165927241",0.521615366815561,"3.95480225988701","2.55302435192459",0.681691625077577,"8.85572139303483","5.98935226264419",0.82069278440433,"8.83777239709443","7.22702278083268",0.90766201430788,"106.069651741294","43.6557231588288",0.80966052425845,"NA","8.38650865998177","NA","59.3382352941177","110.437556973564","1.86115337650616"
"4F1","45.55","39.675","0.871020856","1.9675","1.72","0.874205845","28.25","21.925","0.776106195","1.3025","0.83","0.637236084","17.3","17.75","1.026011561","0.665","0.89","1.338345865","19.3632567849687","7.10023866348449",0.661450840103719,"4.03061224489796","0.657894736842105",-0.300383701824062,"61.0647181628393","5.42959427207637",0.411452203863222,"5.20408163265306","6.46929824561404",1.13193809072315,"298.851774530271","384.964200477327",1.04442192171223,"382.142857142857","484.923245614035",1.04006127545466,"105.53235908142","0.894988066825776",-0.0238129371539355,"73.5204081632653","2.5219298245614",0.215243943005976,"5.63674321503132","0.335909188544153",-0.630839273657292,"29.5408163265306","27.4122807017544",0.97791293169423,"332.150313152401","0.276413245823389",-0.221486324972488,"0.568326530612245","1.31578947368421",-0.485678086739529,"1.51356993736952","4.5346062052506",3.647391580382,"3.87755102040816","2.68640350877193",0.729191677581681,"5.11482254697286","9.18854415274463",1.35892376262958,"74.8979591836735","37.719298245614",0.841071672265876,"NA","10.1180781758958","NA","66.5268614514609","41.7956026058632","0.628251531696831"
"501","59.38333333","51.96666667","0.875105248","1.605","1.69","1.052959502","20.7","23.1","1.115942029","0.915","1.1325","1.237704918","14.45","15","1.038062284","0.69","0.5575","0.807971014","9.87328405491024","2.54180602006689",0.407398728088518,"9.38494167550371","1.27314814814815",0.107852259281108,"16.4202745512144","7.09030100334448",0.699916390418846,"16.3838812301166","3.29861111111111",0.426814847555559,"263.674762407603","281.571906354515",1.01178023550374,"4118.92895015907","2251.67824074074",0.927442981986596,"96.2513199577614","1.53846153846154",0.094325911031892,"36.1081654294804","0.636574074074074",-0.125931156905223,"1.05596620908131","9.93311036789298",42.1600158888138,"30.16967126193","1.875",0.184513855657982,"6.91657866948258","0.0202209364548495",-2.01716423692508,"0.39707953340403","0.983796296296296",0.0176874067537221,"0.369588173178458","2.40802675585284",-0.88289904692225,"3.81760339342524","1.44675925925926",0.275694061018757,"1.42555438225977","4.44816053511706",4.2094070731871,"44.8038176033934","29.1087962962963",0.886580833272423,"NA","3.63288718929254","NA","40.462962962963","43.7619502868069","1.08153103683642"
"5213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA","NA","NA","NA","NA"
"5237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,NA,"NA",NA,"NA","NAN",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA","NA","NAN","NA","NA"
"526018","54.6","46.93333333","0.85958486","2.26","2.033333333","0.899705015","32.95","26.93333333","0.817400101","1.5425","1.253333333","0.812533766","21.65","20","0.923787529","0.7175","0.78","1.087108014","1.16071428571429","2.44988864142539",6.01227288202966,"56.3250230840259","20.9294199860238",0.754416035351271,"3.03571428571429","2.61692650334076",0.866318481303395,"5.49399815327793","4.05310971348707",0.821459385198213,"197.098214285714","347.383073496659",1.10725925847498,"1465.05078485688","774.737945492663",0.912599264754895,"21.3392857142857","0.111358574610245",-0.717191369088689,"38.6888273314866","34.0321453529001",0.96491764597326,"0.872438928571429","0.0592866926503341",20.7043536015096,"26.4542936288089","8.90985324947589",0.667749109809662,"1.96428571428571","0.0425181514476615",-4.67736643103771,"0.0885058699380029","8.42068483577918",-0.878749168322362,"1.91964285714286","2.56124721603563",1.44216816880466,"6.14035087719298","3.45911949685535",0.683798810895489,"5.80357142857143","6.6815144766147",1.0801099299971,"66.2511542012927","45.5974842767296",0.910908659023128,"2.36893203883495","13.8190954773869","0.17142453662842","64.6844660194175","42.0603015075377","0.65023805707713"
"5311","54.50833333","54.1","0.992508791","2.5975","2.41","0.927815207","31.275","29.3","0.93685052","1.6525","1.4325","0.866868381","23.23333333","24.8","1.067431851","0.945","0.9775","1.034391534","2.96981499513145","0.864100549882168",-0.134190340321134,"0.900225056264066","0.896057347670251",1.04414763743955,"14.8977604673807","3.37784760408484",0.450627051842735,"2.81320330082521","7.10872162485066",1.89623639169156,"403.50535540409","240.023566378633",0.913427296633815,"1070.14253563391","810.095579450418",0.9600898848128,"13.2911392405063","0.274941084053417",-0.499091510394974,"16.8792198049512","0.41816009557945",-0.308515649865756,"0.778967867575463","0.879182953652789",0.515491386410206,"0.67516879219805","24.1338112305854",-8.10507673158364,"130.62317429406","0.172379104477612",-0.36082612432317,"0.321014853713428","0.2389486260454",1.25983205590143,"0.68159688412853","1.06048703849175",-0.153210768225799,"0.487621905476369","0.597371565113501",0.717356227183039,"6.62122687439143","8.36606441476826",1.12373976715015,"15.6789197299325","10.9318996415771",0.868971483095035,"NA","5.4872280037843","NA","52.2385931558935","65.3500473036897","1.25099171619473"
"647","54.075","53.2","0.98381877","2.0825","1.7075","0.819927971","33.55","30","0.894187779","1.365","0.9575","0.701465201","25.83333333","21.96666667","0.850322581","0.7175","0.75","1.045296167","1.06723585912487","10.4777415852334",36.1023677716561,"21.7105263157895","44.3808532778356",1.23231254845504,"8.16435432230523","1.79153094462541",0.277682035592558,"12.4451754385965","16.3371488033299",1.10792249416766,"303.735325506937","684.201954397394",1.14207036156153,"1040.07675438596","687.721123829344",0.940454381122767,"6.45677694770544","0.325732899022801",-0.601393682988652,"29.3859649122807","16.2851196670135",0.825391986308171,"0.197827481323372","0.155533821932682",1.14844364326234,"4.05701754385965","0.468262226847034",-0.541774323210858,"3.04162219850587","0.0311935939196526",-3.11719760076766,"1.28753226817043","0.208116545265349",-6.21086967095678,"0.64034151547492","1.62866449511401",-1.09423753676069,"1.37061403508772","1.8210197710718",1.90128421942158,"5.60298826040555","6.46036916395223",1.0826242574577,"32.6206140350877","52.4453694068678",1.13625113254092,"NA","0.354757929883139","NA","40.0432692307692","0.897328881469115","0.0224089815518761"
"7327","51.25","43.975","0.85804878","1.905","1.5925","0.835958005","31.6","25.15","0.795886076","1.235","0.925","0.748987854","19.65","18.825","0.958015267","0.67","0.6675","0.996268657","0.453047775947282","2.92376017764619",-1.35504906221673,"1.80369127516779","16.3101604278075",4.73316598411918,"3.62438220757825","1.29533678756477",0.200958278153153,"5.45302013422819","5.98930481283423",1.05530445700677,"113.714991762768","155.588452997779",1.06623137685261,"782.927852348993","1234.75935828877",1.06837581521164,"0.988467874794069","0.074019245003701",224.450354503281,"5.87248322147651","22.0320855614973",1.74690108472649,"0.0232984761120264","0.0344837157660992",0.895700734571934,"0.167785234899329","0.588235294117647",0.297258991556426,"1.23558484349259","0.0349905255366395",-15.8485769791133,"0.16686514261745","0.962566844919786",0.0213070588750689,"0.164744645799012","0.370096225018505",0.551189451029153,"0.503355704697987","0.320855614973262",1.65598439526663,"2.05930807248764","1.92450037009622",0.906275662735126,"5.36912751677852","10.4812834224599",1.39801242115278,"NA","11.0978520286396","NA","49.9506416584403","48.4685759745426","0.970329396486396"
"7381","51.7","45.84166667","0.886686009","1.89","1.5475","0.818783069","28.525","23.975","0.840490798","1.2275","0.955","0.778004073","23.175","21.86666667","0.943545487","0.6625","0.5925","0.894339623","0.626304801670146","NA",NA,"13.1201764057332","14.5470383275261",1.04010494464289,"4.07098121085595","NA",NA,"7.7728776185226","23.1271777003484",1.53172071505294,"147.651356993737","NA",NA,"1066.81367144432","814.242160278746",0.961251137788369,"19.4154488517745","NA",NA,"60.529217199559","111.498257839721",1.14888228200417,"3.54017891440501","NA",NA,"27.4531422271224","12.1515679442509",0.753954056663423,"6.57620041753654","NA",NA,"0.645873838399748","17.3780487804878",-6.5313981940989,"0.417536534446764",NA,NA,"1.37816979051819","3.65853658536585",4.04376438797314,"2.45302713987474",NA,NA,"33.6824696802646","29.616724738676",0.963423625190658,"NA","12.6579612468408","NA","NA","49.8736310025274","NA"
"7884-4HT","53.66666667","42.25","0.787267081","1.74","1.745","1.002873563","28.66666667","28","0.976744186","1.053333333","0.8775","0.83306962","25","19.5","0.78","0.683333333","0.88","1.287804878","13.4101382488479","15.7245632065776",1.06132987039081,"12.014652014652","9.62809917355372",0.910929291164287,"56.9585253456221","36.5364850976362",0.890159202279457,"30.8791208791209","18.9669421487603",0.857909249182331,"355.115207373272","814.748201438849",1.1414125176803,"507.362637362637","1243.26446280992",1.14388141003663,"33.5944700460829","39.7738951695786",1.04804552028604,"133.076923076923","62.7272727272727",0.846219141180187,"1.38248847926267","4.88180883864337",4.89530303022504,"11.2087912087912","70.702479338843",1.76210678219089,"24.5161290322581","1.23329907502569",0.0655426833279302,"0.113553113553114","0.0826446280991736",1.14604601809691,"0.921658986175115","2.5693730729702",-11.5673213916782,"0.732600732600733","0.330578512396694",3.55743318946757,"8.70967741935484","6.11510791366907",0.836598290883064,"26.6300366300366","67.1900826446281",1.28198496817605,"1.2212389380531","15.0142993326978","0.0813383902233462","72.2389380530973","42.7550047664442","0.59185538877964"
"81162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"0.218818380743983","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA","NA","NA","NA","NA","NA"
"812","56.5","45.975","0.813716814","2.6475","2.063333333","0.77935159","33.525","30.2","0.900820283","1.625","1.203333333","0.740512821","20.55","23","1.119221411","1.0225","0.86","0.841075795","6.50984682713348","9.48275862068965",1.20079866676829,"1.7463933181473","NA",NA,"21.3894967177243","2.96336206896552",0.354671866537223,"10.5922551252847","NA",NA,"194.912472647702","376.724137931035",1.12497985139299,"546.013667425968","NA",NA,"76.5317286652079","0.21551724137931",-0.353807882661061,"15.7555049354594","NA",NA,"0.492341356673961","0.533409267241379",0.886933928009442,"0.759301442672741","NA",NA,"80.9080962800875","0.239812176724138",-0.325016443757702,"0.163623133383954","NA",NA,"NA","2.42456896551724",NA,"1.93621867881549","NA",NA,"4.32166301969365","7.05818965517241",1.33515633174794,"19.8936977980258","NA",NA,"NA","0.406698564593302","NA","56.0932203389831","1.02870813397129","0.0183392596779894"
